epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.44876254572868346,0.830475,0.45398595929145813,0.4833721570705626,0.8278827882788279,0.45464062690734863
2,0.4249143806695938,0.8319,0.47943422198295593,0.4037583277086959,0.836983698369837,0.5946852564811707
3,0.3994916472196579,0.837925,0.5461058616638184,0.38910258584993457,0.841984198419842,0.6182202100753784
4,0.37922152273654935,0.845775,0.6081556081771851,0.3831318543724852,0.8453845384538454,0.6914112567901611
5,0.36000204107761385,0.851725,0.6428134441375732,0.40320335604427027,0.8408840884088409,0.5393127202987671
6,0.3491193940401077,0.857825,0.6683799028396606,0.330564801836505,0.8636863686368637,0.7237954139709473
7,0.3330424623012543,0.864325,0.6955792903900146,0.39530536058795773,0.821982198219822,0.7277323603630066
8,0.3199600295543671,0.87065,0.7175823450088501,0.344958355714946,0.8538853885388539,0.7508567571640015
9,0.3027015787601471,0.876425,0.7352144718170166,0.33994887068648616,0.8675867586758675,0.6627016067504883
10,0.28912585797309875,0.88365,0.7573199272155762,0.4399148861471802,0.7914791479147915,0.7166669368743896
11,0.27953234145641326,0.88895,0.7720317244529724,0.2653111251536244,0.8954895489548955,0.7987775802612305
12,0.2686621128797531,0.891475,0.7784673571586609,0.2604630734160109,0.8937893789378938,0.7637003660202026
13,0.2585068815469742,0.896975,0.7924692630767822,0.330170077068804,0.8763876387638764,0.6921834945678711
14,0.24911392186880113,0.9024,0.8061989545822144,0.2338556663812858,0.9081908190819082,0.8181955814361572
15,0.24137953612804414,0.9041,0.8095479607582092,0.23561779089314494,0.9095909590959096,0.83011794090271
16,0.23435784752368927,0.907725,0.8190313577651978,0.24563850084952515,0.9008900890089009,0.8323981761932373
17,0.22557643953561782,0.910525,0.8251463174819946,0.2166868694389638,0.9164916491649165,0.8304002285003662
18,0.22046005145311356,0.912775,0.8298451900482178,0.22977285250590698,0.9117911791179117,0.8253251910209656
19,0.21592537256479263,0.91515,0.8353626728057861,0.19565244627506784,0.923992399239924,0.858269453048706
20,0.2078620309472084,0.918025,0.8420590162277222,0.21181217605846622,0.91999199919992,0.8585841655731201
21,0.2009982491016388,0.92195,0.8503303527832031,0.1956059642136842,0.9250925092509251,0.8617560863494873
