epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.45991924047470095,0.827925,0.4535069167613983,0.44235173364927416,0.8350835083508351,0.45506566762924194
2,0.4539792629718781,0.828725,0.45317092537879944,0.43940635854535753,0.8350835083508351,0.45506566762924194
3,0.44709283566474917,0.828725,0.45317092537879944,0.43986797104157,0.8350835083508351,0.45506566762924194
4,0.43958050799369813,0.8286,0.4545750617980957,0.42016400722148767,0.8352835283528353,0.4563266634941101
5,0.43135086667537687,0.829025,0.4602614939212799,0.40934522881849084,0.8351835183518351,0.4556965231895447
6,0.42412614035606383,0.829375,0.4804018437862396,0.3991312013767829,0.8368836883688369,0.47035062313079834
7,0.4155612812995911,0.832825,0.5086113214492798,0.4240784412837646,0.8346834683468347,0.6419576406478882
8,0.4095498502016067,0.832625,0.5276530385017395,0.38950409266975883,0.8386838683868387,0.48178887367248535
9,0.40260526883602143,0.835525,0.5486816167831421,0.4249488633267223,0.8354835483548355,0.6755722761154175
10,0.39893744547367094,0.8376,0.5612229704856873,0.3754622241114602,0.8465846584658466,0.5572689771652222
11,0.3930480242729187,0.839725,0.5801809430122375,0.3736211577370198,0.847084708470847,0.552222490310669
12,0.38791188728809356,0.841075,0.5906128883361816,0.35867196374838917,0.8581858185818582,0.6221321225166321
13,0.38545726083517073,0.84185,0.5971066355705261,0.37558786961028234,0.8555855585558556,0.656655490398407
14,0.38085387439727786,0.8434,0.6077350974082947,0.357804782437508,0.8613861386138614,0.6821048259735107
15,0.37540743548870087,0.845275,0.6157468557357788,0.3474033087401083,0.861986198619862,0.6459012031555176
16,0.3717083802938461,0.848175,0.6296112537384033,0.33879851081771534,0.8654865486548655,0.6555721759796143
17,0.3688547842502594,0.84685,0.6323896646499634,0.3732979081527139,0.8457845784578458,0.5254950523376465
18,0.3627421825647354,0.850675,0.644144594669342,0.37093065747401993,0.8478847884788479,0.5450246334075928
19,0.35819980688095093,0.85155,0.6498778462409973,0.34579924948186397,0.8612861286128612,0.7174631953239441
20,0.35630480024814604,0.85375,0.6592654585838318,0.3593496501755745,0.8597859785978598,0.7313952445983887
21,0.35187820904254913,0.8562,0.6675444841384888,0.33048167409259255,0.8645864586458646,0.6413003206253052
22,0.3464321375131607,0.856225,0.6695852875709534,0.32502678897913984,0.8678867886788679,0.6643983125686646
23,0.34465905299186705,0.85805,0.675487220287323,0.32052604887786895,0.8722872287228722,0.719282865524292
24,0.34100666389465334,0.860475,0.6853623986244202,0.3318669988122424,0.8586858685868587,0.6034361124038696
25,0.33566052961349485,0.86295,0.6934919357299805,0.3423945254693092,0.8586858685868587,0.6020015478134155
26,0.3323001976966858,0.864,0.6984928250312805,0.34188123483775984,0.8611861186118612,0.6067284941673279
27,0.32903696377277375,0.86595,0.7047050595283508,0.291568924306017,0.8816881688168817,0.7255382537841797
28,0.3266618560552597,0.8666,0.7066619396209717,0.290779254990037,0.8825882588258825,0.7456289529800415
29,0.32234420011043546,0.8674,0.7104398608207703,0.3012562158546134,0.8805880588058805,0.7716081738471985
