epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,0.4531947915077209,0.8289,0.4532232582569122,0.4351445027697931,0.8343834383438344,0.4548577070236206
2,0.4337727651119232,0.829125,0.4558872282505035,0.4256805400572272,0.8343834383438344,0.4548577070236206
3,0.4071436503648758,0.83515,0.5263264179229736,0.3789974509721899,0.8458845884588458,0.584267258644104
4,0.3869740172863006,0.8398,0.5835046768188477,0.3554916604004665,0.8584858485848584,0.6485523581504822
5,0.367047118139267,0.84835,0.628400444984436,0.3424208721991527,0.8558855885588559,0.6577404737472534
6,0.3490369673728943,0.855425,0.6688898801803589,0.3145477681508576,0.8697869786978698,0.6784683465957642
7,0.3319059760570526,0.86175,0.6927472352981567,0.3120905113662525,0.8697869786978698,0.7333031892776489
8,0.31404796152114867,0.8712,0.722693920135498,0.2921678445192322,0.8845884588458846,0.7625040411949158
9,0.3003884692668915,0.8771,0.7409222722053528,0.4287579536396261,0.8528852885288529,0.5612655282020569
10,0.29296713931560514,0.8808,0.7518978714942932,0.27634779764826456,0.8864886488648865,0.7495216131210327
11,0.28112805614471437,0.8871,0.7694189548492432,0.291390656021097,0.8874887488748875,0.7292641401290894
12,0.27368297855854035,0.890875,0.7792338132858276,0.2702577839864351,0.8936893689368937,0.7545802593231201
13,0.26124106736183167,0.897425,0.7944030165672302,0.28601938449736775,0.8884888488848884,0.7237004637718201
14,0.25104680519104006,0.8994,0.8017094731330872,0.2611795148499931,0.8906890689068907,0.813937783241272
16,0.23590161505937576,0.907525,0.8192095756530762,0.2515676843188908,0.8980898089808981,0.8189845085144043
17,0.22742041459083556,0.910875,0.8274984955787659,0.2744940221846157,0.8980898089808981,0.7579718828201294
18,0.22216393798589706,0.912275,0.8310933709144592,0.21018986178017912,0.9151915191519152,0.8388125896453857
19,0.210641370344162,0.917625,0.8425480127334595,0.2666912434524102,0.9011901190119012,0.7680948972702026
20,0.20910609493255616,0.9185,0.8447425365447998,0.2708635919957724,0.8980898089808981,0.7540491819381714
21,0.19786787795424463,0.92355,0.8551225662231445,0.2153851187417526,0.9190919091909191,0.8264210224151611
22,0.19016651750206948,0.926075,0.8614456653594971,0.19772899186018647,0.9256925692569257,0.8545107841491699
23,0.19101509118676185,0.926925,0.8622972965240479,0.1922032255845161,0.9256925692569257,0.8551449775695801
24,0.1884093333721161,0.927475,0.863772988319397,0.1913670020641619,0.9244924492449245,0.8684601783752441
25,0.18555766162872314,0.9294,0.8679225444793701,0.17599688964684565,0.9302930293029303,0.8598860502243042
26,0.176967621922493,0.93305,0.8750219345092773,0.18591430498184067,0.9294929492949295,0.8567219972610474
27,0.1725725050032139,0.934025,0.877363920211792,0.16747569101061127,0.931893189318932,0.8736110329627991
28,0.17308761115670204,0.9334,0.8759434223175049,0.19364006822407753,0.922992299229923,0.8706395626068115
29,0.16426685080528258,0.937175,0.8835426568984985,0.1891890410551823,0.9294929492949295,0.862478494644165
30,0.16138235659003258,0.938675,0.8870465159416199,0.21459182403614335,0.9103910391039104,0.853976309299469
31,0.15508706112504006,0.94105,0.8912380337715149,0.20554442247851798,0.9167916791679168,0.8645163774490356
32,0.1522403930425644,0.942225,0.8940201997756958,0.38684099357966745,0.8437843784378438,0.7827132940292358
33,0.14967654683291912,0.9422,0.8939939737319946,0.15386020043830012,0.9404940494049405,0.8860360383987427
34,0.14772526089549065,0.9438,0.8969284296035767,0.15844171288961506,0.9392939293929393,0.8946760296821594
35,0.14060387262105942,0.94795,0.9048100709915161,0.187051715752711,0.9374937493749375,0.870570182800293
36,0.13548849269449711,0.948975,0.9069650173187256,0.16662857731362202,0.9353935393539354,0.8914252519607544
37,0.13304186632633208,0.95015,0.909522533416748,0.15324686970313986,0.9440944094409441,0.8881369233131409
38,0.12572930712103844,0.95205,0.913161039352417,0.224783201669619,0.9060906090609061,0.8539606928825378
39,0.12466915753483772,0.95225,0.9133551120758057,0.21153574305685155,0.9297929792979298,0.8484750986099243
40,0.12516513722240924,0.953225,0.9151191711425781,0.16026042784341682,0.9442944294429443,0.8877092003822327
41,0.11886304729282857,0.955425,0.9191408753395081,0.1829536470225697,0.9277927792779278,0.8819985389709473
42,0.11681905782818794,0.9561,0.9207165241241455,0.1309354254255558,0.950995099509951,0.9077280759811401
43,0.11326931104063988,0.9584,0.9248974919319153,0.14945123700162555,0.9496949694969496,0.9009078145027161
44,0.10670849403142929,0.9601,0.9280532598495483,0.1368008039989332,0.9521952195219522,0.909331738948822
45,0.10761891661584377,0.9604,0.9286286234855652,0.3653561004830284,0.8995899589958996,0.7563179731369019
46,0.10545472240895033,0.9605,0.9287917017936707,0.19907505768533348,0.9104910491049105,0.8608555793762207
47,0.10492996996194125,0.960025,0.9280263185501099,0.14640770601158035,0.9405940594059405,0.9006739854812622
48,0.09947383224070072,0.96245,0.9324289560317993,0.1395110193312508,0.9463946394639464,0.9056465029716492
49,0.09777763586342335,0.96395,0.9352600574493408,0.19907166637984713,0.9170917091709171,0.8689591884613037
50,0.09710133779793978,0.96305,0.9338492751121521,0.13968353592517294,0.9548954895489549,0.9157871007919312
51,0.09320264210402966,0.965225,0.937813401222229,0.4397984818615118,0.8207820782078208,0.7615032196044922
52,0.09488153643608094,0.964975,0.9373959898948669,0.1535127698646413,0.9461946194619462,0.8971441388130188
53,0.09360533008575439,0.96485,0.9368914365768433,0.12280133999351359,0.9551955195519551,0.9206962585449219
54,0.08664721171781421,0.968025,0.942752480506897,0.12007739999727292,0.9564956495649565,0.9208534955978394
55,0.08710055691301823,0.96775,0.9423936605453491,0.2449855460818022,0.9082908290829083,0.8589471578598022
56,0.0902419083762914,0.966725,0.9405239820480347,0.12039353205139773,0.9574957495749575,0.9240020513534546
57,0.08373753168731927,0.967675,0.9422289133071899,0.13897079838873302,0.9527952795279528,0.9181560277938843
58,0.07928805853873491,0.9703,0.9469485282897949,0.16789320288914325,0.9482948294829483,0.8957134485244751
59,0.08274260539524257,0.96875,0.9442986249923706,0.17963288919125597,0.9284928492849285,0.8834508061408997
60,0.07877100566253066,0.97,0.9465771317481995,0.12520526284717992,0.9543954395439544,0.9163155555725098
61,0.07945719808414578,0.970275,0.9469510316848755,0.22198205885857103,0.9097909790979097,0.8608742952346802
62,0.07566938152089715,0.97165,0.9495570659637451,0.11857761058172878,0.9608960896089609,0.9261993169784546
63,0.0779206072434783,0.970825,0.9481166005134583,0.12088627042812351,0.95999599959996,0.9252910614013672
64,0.07318258984535933,0.972925,0.95177161693573,0.16919084671366535,0.9366936693669367,0.8950618505477905
65,0.07328592721894384,0.972325,0.9508072733879089,0.12506854977577564,0.9552955295529553,0.9224385023117065
66,0.07367361416146159,0.97165,0.9494916200637817,0.34170100899717426,0.851985198519852,0.7933871150016785
67,0.07094314285069704,0.97455,0.954674243927002,0.1277651128315642,0.9594959495949595,0.9217634201049805
68,0.06900149111971259,0.97495,0.9554339647293091,0.12359276464139476,0.9544954495449545,0.9205105304718018
69,0.0648794844109565,0.976825,0.9588351249694824,0.1401213064874717,0.9560956095609561,0.9140850305557251
70,0.06368285258933902,0.976125,0.957511842250824,0.34178101890223517,0.8845884588458846,0.831042468547821
71,0.0684999855287373,0.97435,0.9544949531555176,0.23627067399401702,0.9016901690169017,0.850366473197937
72,0.06086287025213242,0.9777,0.9604659080505371,0.17846689775849905,0.9515951595159516,0.9025653600692749
73,0.06720434242114424,0.975525,0.9565209150314331,0.1584459966582672,0.9547954795479549,0.9099816679954529
74,0.06361306710541248,0.9768,0.9588173031806946,0.10976117404207776,0.961896189618962,0.9317728281021118
75,0.06373225667588413,0.97665,0.9585850238800049,0.166251650633532,0.9538953895389539,0.9082666039466858
76,0.06189035399742424,0.977525,0.9601626396179199,0.11130722080043393,0.9651965196519652,0.9361039400100708
77,0.058108914817869665,0.978225,0.9613218903541565,0.12334481704317339,0.9637963796379638,0.9316906929016113
78,0.05977660164311528,0.977725,0.9605032801628113,0.3451286121444328,0.8805880588058805,0.8265526294708252
79,0.05727987632490694,0.9792,0.9631251096725464,0.11660229373793683,0.9638963896389638,0.9354464411735535
80,0.05794090636745095,0.97835,0.9615822434425354,0.13033502650196546,0.9516951695169517,0.9166802763938904
81,0.057047102324664596,0.97835,0.9616585969924927,0.1080653906637507,0.9667966796679668,0.9389508962631226
82,0.05413207395225764,0.97955,0.9637243747711182,0.1098844164570566,0.9653965396539654,0.9359622001647949
83,0.0537103574745357,0.979575,0.9638428688049316,0.13654028189660358,0.9478947894789479,0.9127511382102966
84,0.055580573143810034,0.979525,0.9637670516967773,0.14238930400973238,0.9615961596159616,0.9251965284347534
85,0.05322130382917822,0.9799,0.9643410444259644,0.1181952899189839,0.9643964396439644,0.9340782761573792
86,0.05350438919775188,0.979825,0.9642268419265747,0.13625147451709682,0.9537953795379538,0.921507716178894
87,0.052314084995537996,0.9797,0.9639946818351746,0.11629128605887369,0.9626962696269626,0.9319679141044617
88,0.05099613003991544,0.98145,0.9671601057052612,0.10162127414236356,0.9633963396339634,0.9341292381286621
89,0.050520678031817076,0.9814,0.9670792818069458,0.11478237423560347,0.9667966796679668,0.9376417398452759
90,0.04824649166725576,0.98245,0.9689050316810608,0.10708115895604095,0.9653965396539654,0.9373370409011841
91,0.048373330146446826,0.982075,0.9682758450508118,0.10807327342123994,0.9666966696669667,0.9396182298660278
92,0.047746985986828805,0.982625,0.9692851305007935,0.11340079037281665,0.9617961796179618,0.9330032467842102
93,0.04805600574929267,0.981225,0.9668102264404297,0.1283500686113519,0.9663966396639664,0.9377817511558533
94,0.045439671245589855,0.98345,0.9707213640213013,0.18395328977302572,0.935993599359936,0.8958660364151001
95,0.04606767627131194,0.9827,0.9694514274597168,0.12244452727865977,0.9647964796479648,0.9326683878898621
96,0.04579536612536758,0.983025,0.9699606895446777,0.12987594806378408,0.964996499649965,0.9338524341583252
